name	type	tags
How is it possible that validation loss is increasing while validation accuracy is increasing as well	question	neural-networks,deep-learning,conv-neural-network,overfitting
Under what conditions should Likert scales be used as ordinal or interval data?	question	ordinal-data,likert,scales,measurement
Machine Learning using Python	question	machine-learning,python
Data APIs/feeds available as packages in R	question	r,references,dataset
How to interpret type I, type II, and type III ANOVA and MANOVA?	question	r,hypothesis-testing,anova,manova,sums-of-squares
Modern successor to Exploratory Data Analysis by Tukey?	question	data-visualization,references,descriptive-statistics,eda
Does the optimal number of trees in a random forest depend on the number of predictors?	question	machine-learning,random-forest
How are regression, the t-test, and the ANOVA all versions of the general linear model?	question	regression,self-study,anova,generalized-linear-model,t-test
How do I test that two continuous variables are independent?	question	hypothesis-testing,references,independence
Is random forest a boosting algorithm?	question	machine-learning,random-forest,boosting,bagging
What are disadvantages of state-space models and Kalman Filter for time-series modelling?	question	time-series,arima,kalman-filter,var
Why do we care so much about normally distributed error terms (and homoskedasticity) in linear regression when we don&#39;t have to?	question	regression,assumptions,normality-assumption,robust,teaching
Visually interesting statistics concepts that are easy to explain	question	self-study,data-visualization
Correct spelling (capitalization, italicization, hyphenation) of &quot;p-value&quot;?	question	hypothesis-testing,p-value,terminology
Excel as a statistics workbench	question	software,computational-statistics,excel
What is the difference between NaN and NA?	question	r
How to identify a bimodal distribution?	question	distributions
Do we have a problem of &quot;pity upvotes&quot;?	question	time-series,hypothesis-testing,data-mining,markov-process,censoring
What is the difference between estimation and prediction?	question	estimation,predictor,prediction-interval
Effect of switching response and explanatory variable in simple linear regression	question	regression
What is a difference between random effects-, fixed effects- and marginal model?	question	random-effects-model,fixed-effects-model,marginal
Obtaining predicted values (Y=1 or 0) from a logistic regression model fit	question	r,generalized-linear-model,logistic
Manually Calculating P value from t-value in t-test	question	r,statistical-significance,t-test,p-value
Linear model with log-transformed response vs. generalized linear model with log link	question	generalized-linear-model,model-selection,lognormal
How to interpret F-measure values?	question	classification,precision-recall
What is a contrast matrix?	question	regression,categorical-data,definition,contrasts,categorical-encoding
Warning in R - Chi-squared approximation may be incorrect	question	r,categorical-data,chi-squared,small-sample,error-message
Testing equality of coefficients from two different regressions	question	hypothesis-testing,inference
How to tell the probability of failure if there were no failures?	question	probability,survival,binomial
Recurrent vs Recursive Neural Networks: Which is better for NLP?	question	machine-learning,neural-networks,deep-learning,natural-language
Can a random forest be used for feature selection in multiple linear regression?	question	regression,machine-learning,feature-selection,random-forest,regression-strategies
Understanding the role of the discount factor in reinforcement learning	question	machine-learning,reinforcement-learning
Cumming (2008) claims that distribution of p-values obtained in replications depends only on the original p-value. How can it be true?	question	hypothesis-testing,p-value,power,replicability
Recommended books on experiment design?	question	references,experiment-design
What is the difference between a particle filter (sequential Monte Carlo) and a Kalman filter?	question	bayesian,particle-filter,kalman-filter
What is a good resource on table design?	question	tables
Intuitive explanation of the bias-variance tradeoff?	question	regression,variance,bias
How to calculate pseudo-$R^2$ from R&#39;s logistic regression?	question	r,logistic,log-likelihood
Software for drawing bayesian networks (graphical models)	question	graphical-model,software
How do you calculate the probability density function of the maximum of a sample of IID uniform random variables?	question	pdf,maximum
Book for reading before Elements of Statistical Learning?	question	machine-learning,references
What book is recommendable to start learning statistics using R at the same time?	question	r,references
Why is expectation the same as the arithmetic mean?	question	expected-value
Random forest computing time in R	question	r,random-forest
Does anyone know any good open source software for visualizing data from database?	question	data-visualization,software,interactive-visualization
Variance of product of multiple random variables	question	variance,random-variable,independence
Graph for relationship between two ordinal variables	question	data-visualization,categorical-data,ordinal-data,scatterplot
What is the intuition behind conditional Gaussian distributions?	question	normal-distribution,multivariate-analysis,intuition
Is it important to scale data before clustering?	question	clustering,k-means
How large should the batch size be for stochastic gradient descent?	question	machine-learning,neural-networks,gradient-descent,backpropagation
Difference between &quot;kernel&quot; and &quot;filter&quot; in CNN	question	neural-networks,terminology,deep-learning,conv-neural-network
Intuitive explanations of differences between Gradient Boosting Trees (GBM) &amp; Adaboost	question	boosting,gbm,adaboost
Which activation function for output layer?	question	neural-networks
Famous easy to understand examples of a confounding variable invalidating a study	question	experiment-design,confounding,observational-study,paradox
Is the COVID-19 pandemic curve a Gaussian curve?	question	normal-distribution,spatio-temporal,epidemic-curve
What is a good algorithm for estimating the median of a huge read-once data set?	question	algorithms,median,large-data,online
If the t-test and the ANOVA for two groups are equivalent, why aren&#39;t their assumptions equivalent?	question	distributions,regression,normality-assumption,t-test,anova
Is it possible to do time-series clustering based on curve shape?	question	r,time-series,clustering
What is the objective function of PCA?	question	pca
How are we defining &#39;reproducible research&#39;?	question	reproducible-research,philosophical
Interpretation of log transformed predictor and/or response	question	regression,data-transformation,interpretation,regression-coefficients,logarithm
Understanding Naive Bayes	question	machine-learning,naive-bayes
Regression when the OLS residuals are not normally distributed	question	regression,least-squares,residuals,assumptions,normality-assumption
Normalization vs. scaling	question	data-transformation,scales,normality-assumption,normalization
Fast linear regression robust to outliers	question	regression,linear-model,outliers,robust,fused-lasso
Why does the correlation coefficient between X and X-Y random variables tend to be 0.7	question	correlation,random-variable,intuition
Why is a Bayesian not allowed to look at the residuals?	question	bayesian,residuals,frequentist,likelihood-principle
A generalization of the Law of Iterated Expectations	question	self-study,conditional-probability,conditional-expectation
Why is multicollinearity not checked in modern statistics/machine learning	question	regression,machine-learning,multicollinearity,regularization,vif
What is translation invariance in computer vision and convolutional neural network?	question	machine-learning,conv-neural-network,convolution,computer-vision
Statistical tests when sample size is 1	question	hypothesis-testing,estimation,experiment-design
Statistical inference when the sample &quot;is&quot; the population	question	hypothesis-testing,population,sampling
How to perform a test using R to see if data follows normal distribution	question	r,distributions,normality-assumption
Confidence interval for Bernoulli sampling	question	confidence-interval,binomial,bernoulli-distribution
What is Deviance? (specifically in CART/rpart)	question	r,cart,rpart,deviance
How to do logistic regression subset selection?	question	r,logistic
Intuition behind why Stein&#39;s paradox only applies in dimensions $\ge 3$	question	maximum-likelihood,unbiased-estimator,intuition,steins-phenomenon
How to statistically compare two time series?	question	r,time-series
Most confusing statistical terms	question	terminology,communication
Standard error for the mean of a sample of binomial random variables	question	binomial,standard-error
Is Amazon&#39;s &quot;average rating&quot; misleading?	question	mean,ordinal-data,likert
Are splines overfitting the data?	question	regression,splines
R - QQPlot: how to see whether data are normally distributed	question	r,data-visualization,normal-distribution,histogram,qq-plot
Linear kernel and non-linear kernel for support vector machine?	question	machine-learning,classification,svm,references,kernel-trick
When combining p-values, why not just averaging?	question	hypothesis-testing,p-value,multiple-comparisons,central-limit-theorem,combining-p-values
Comparing SVM and logistic regression	question	regression,logistic,svm,optimization
Interpreting QQplot - Is there any rule of thumb to decide for non-normality?	question	interpretation,normality-assumption,qq-plot
Are all models useless? Is any exact model possible -- or useful?	question	machine-learning,maximum-likelihood,modeling,nonparametric,targeted-maximum-likelihood
Practical hyperparameter optimization: Random vs. grid search	question	machine-learning,hyperparameter,optimization
Why do Convolutional Neural Networks not use a Support Vector Machine to classify?	question	machine-learning,neural-networks,svm,deep-learning,conv-neural-network
Difference between Random Forest and Extremely Randomized Trees	question	machine-learning,correlation,references,random-forest
Difference between GradientDescentOptimizer and AdamOptimizer (TensorFlow)?	question	machine-learning,neural-networks,error,gradient-descent,supervised-learning
Is it a good practice to always scale/normalize data for machine learning?	question	machine-learning,data-transformation,normalization
Backpropagation with Softmax / Cross Entropy	question	backpropagation,derivative,softmax,cross-entropy
What are the main theorems in Machine (Deep) Learning?	question	machine-learning,deep-learning,theory
What is your favorite data visualization blog?	question	data-visualization,references
First R packages source code to study in preparation for writing own package	question	r
Percentage of overlapping regions of two normal distributions	question	normal-distribution,similarities,metric,bhattacharyya
Are mean normalization and feature scaling needed for k-means clustering?	question	clustering,normalization,k-means
How do I find peaks in a dataset?	question	data-visualization,mode
How does one interpret SVM feature weights?	question	svm,feature-selection,python,scikit-learn
Consider the sum of $n$ uniform distributions on $[0,1]$, or $Z_n$. Why does the cusp in the PDF of $Z_n$ disappear for $n \geq 3$?	question	normal-distribution,mathematical-statistics,uniform,central-limit-theorem
How to simulate artificial data for logistic regression?	question	r,regression,logistic,generalized-linear-model,simulation
Pandas / Statsmodel / Scikit-learn	question	machine-learning,python,scikit-learn,statsmodels,pandas
Is standardization needed before fitting logistic regression?	question	regression,logistic,standardization
Optimal number of folds in $K$-fold cross-validation: is leave-one-out CV always the best choice?	question	cross-validation,bias-variance-tradeoff
Why is &quot;statistically significant&quot; not enough?	question	hypothesis-testing,statistical-significance,spss,p-value
AIC,BIC,CIC,DIC,EIC,FIC,GIC,HIC,IIC --- Can I use them interchangeably?	question	forecasting,model-selection,aic,bic
Why on average does each bootstrap sample contain roughly two thirds of observations?	question	bootstrap
What does standard deviation tell us in non-normal distribution	question	normal-distribution,standard-deviation,skewness
Why does frequentist hypothesis testing become biased towards rejecting the null hypothesis with sufficiently large samples?	question	hypothesis-testing,frequentist
Random Forest - How to handle overfitting	question	random-forest,overfitting
Why downsample?	question	machine-learning,classification
Class imbalance in Supervised Machine Learning	question	machine-learning,unbalanced-classes,supervised-learning
ImageNet: what is top-1 and top-5 error rate?	question	classification,neural-networks,error,measurement-error,image-processing
Where to start with statistics for an experienced developer	question	r,regression,machine-learning,references
How to normalize data between -1 and 1?	question	dataset,normalization
Understanding &quot;almost all local minimum have very similar function value to the global optimum&quot;	question	machine-learning,neural-networks,optimization,deep-learning
Are there cases where PCA is more suitable than t-SNE?	question	pca,tsne
Does correlation = 0.2 mean that there is an association &quot;in only 1 in 5 people&quot;?	question	correlation,neuroscience
Are residuals &quot;predicted minus actual&quot; or &quot;actual minus predicted&quot;	question	residuals,terminology,error
Where does the misconception that Y must be normally distributed come from?	question	regression,least-squares,linear-model,dependent-variable
A smaller dataset is better: Is this statement false in statistics? How to refute it properly?	question	statistical-significance,sample-size
When conducting a t-test why would one prefer to assume (or test for) equal variances rather than always use a Welch approximation of the df?	question	variance,t-test,heteroscedasticity
Motivation for Kolmogorov distance between distributions	question	distributions,probability,hypothesis-testing,mathematical-statistics
Survival Analysis tools in Python	question	survival,python
Why is median age a better statistic than mean age?	question	mean,median,types-of-averages
Bayesian statistics tutorial	question	bayesian,references
Clarification on interpreting confidence intervals?	question	confidence-interval
What is the variance of the weighted mixture of two gaussians?	question	normal-distribution,mixture
Training a decision tree against unbalanced data	question	classification,cart,unbalanced-classes,accuracy
Regression for an outcome (ratio or fraction) between 0 and 1	question	regression,logistic,generalized-linear-model,beta-distribution,beta-regression
Is there any gold standard for modeling irregularly spaced time series?	question	time-series,garch,poisson-process,point-process,unevenly-spaced-time-series
Is there a test to determine whether GLM overdispersion is significant?	question	statistical-significance,overdispersion
How to visualize a fitted multiple regression model?	question	regression,data-visualization,multiple-regression
Why do statisticians say a non-significant result means &quot;you can&#39;t reject the null&quot; as opposed to accepting the null hypothesis?	question	hypothesis-testing,statistical-significance,confidence-interval,equivalence,tost
Is it meaningful to calculate Pearson or Spearman correlation between two Boolean vectors?	question	correlation,binary-data,pearson-r,spearman-rho
What is maxout in neural network?	question	machine-learning,neural-networks
Is there any difference between lm and glm for the gaussian family of glm?	question	r,normal-distribution,generalized-linear-model,lm
Can simple linear regression be done without using plots and linear algebra?	question	regression,intuition
Are CDFs more fundamental than PDFs?	question	probability,pdf,cdf,mgf
How does the Adam method of stochastic gradient descent work?	question	neural-networks,optimization,gradient-descent,adam
Should I use a categorical cross-entropy or binary cross-entropy loss for binary predictions?	question	machine-learning,neural-networks,loss-functions,tensorflow,cross-entropy
Eliciting priors from experts	question	bayesian,prior,elicitation
Regression: Transforming Variables	question	r,regression,logistic,data-transformation
Logistic regression model does not converge	question	r,logistic,separation
Understanding regressions - the role of the model	question	regression,modeling,epidemiology,log-linear
Using R online - without installing it	question	r
What are the cons of Bayesian analysis?	question	bayesian
How does centering the data get rid of the intercept in regression and PCA?	question	regression,pca,centering
Pitfalls in time series analysis	question	time-series,self-study
What is the difference between the forward-backward and Viterbi algorithms?	question	algorithms,hidden-markov-model,viterbi-algorithm,forward-backward
What is the difference between GARCH and ARMA?	question	arima,garch,finance
Why are MA(q) time series models called &quot;moving averages&quot;?	question	time-series,arima,terminology,moving-average
Using lmer for repeated-measures linear mixed-effect model	question	r,anova,mixed-model,repeated-measures,lme4-nlme
Random forest assumptions	question	regression,classification,random-forest
What do &quot;endogeneity&quot; and &quot;exogeneity&quot; mean substantively?	question	regression,causality,instrumental-variables
How can a distribution have infinite mean and variance?	question	distributions,variance,mean
How to interpret coefficients from a polynomial model fit?	question	r,regression,interpretation,regression-coefficients
Correlations between continuous and categorical (nominal) variables	question	correlation,categorical-data,descriptive-statistics,biostatistics,spearman-rho
Prediction interval for lmer() mixed effects model in R	question	r,mixed-model,prediction,prediction-interval,lme4-nlme
What can we say about population mean from a sample size of 1?	question	mean,sample-size,small-sample,unbiased-estimator
How to select a clustering method? How to validate a cluster solution (to warrant the method choice)?	question	clustering,validation,model-evaluation,hierarchical-clustering
Regularization methods for logistic regression	question	regression,logistic,regularization
Does the reciprocal of a probability represent anything?	question	probability
Why is multiple comparison a problem?	question	hypothesis-testing,multiple-comparisons
What algorithm is used in linear regression?	question	regression,least-squares,algorithms,computational-statistics,numerics
Can someone explain the concept of &#39;exchangeability&#39;?	question	bayesian,intuition,exchangeability
Why do people use p-values instead of computing probability of the model given data?	question	likelihood,p-value
How are propensity scores different from adding covariates in a regression, and when are they preferred to the latter?	question	regression,multivariate-analysis,causality,propensity-scores
What is perplexity?	question	measurement,perplexity
How do I avoid overlapping labels in an R plot?	question	r,data-visualization,scatterplot
Different ways to write interaction terms in lm?	question	r,regression,interaction
Bootstrap vs. permutation hypothesis testing	question	hypothesis-testing,nonparametric,bootstrap,permutation-test
Why would R return NA as a lm() coefficient?	question	r,regression
Computing Cohen&#39;s Kappa variance (and standard errors)	question	estimation,variance,reliability,cohens-kappa
How well can multiple regression really &quot;control for&quot; covariates?	question	multiple-regression,ancova,observational-study
Multinomial logistic regression vs one-vs-rest binary logistic regression	question	logistic,categorical-data,multinomial
What is the difference between a Normal and a Gaussian Distribution	question	normal-distribution,terminology
Neural Networks: weight change momentum and weight decay	question	neural-networks,optimization,regularization,gradient-descent
Is it possible to interpret the bootstrap from a Bayesian perspective?	question	bayesian,bootstrap
How are kernels applied to feature maps to produce other feature maps?	question	machine-learning,neural-networks,deep-learning,conv-neural-network
Expected number of ratio of girls vs boys birth	question	probability,ratio
Why doesn&#39;t Random Forest handle missing values in predictors?	question	random-forest,missing-data,gbm
Test if two binomial distributions are statistically different from each other	question	statistical-significance,binomial,bernoulli-distribution
A/B tests: z-test vs t-test vs chi square vs fisher exact test	question	statistical-significance,chi-squared,p-value,fishers-exact,z-statistic
Why zero correlation does not necessarily imply independence	question	correlation,independence
How to determine whether or not the y-axis of a graph should start at zero?	question	data-visualization
Apply word embeddings to entire document, to get a feature vector	question	classification,natural-language,supervised-learning,word2vec,word-embeddings
How to plot trends properly	question	data-visualization
What is difference-in-differences?	question	regression,econometrics,difference-in-difference
How to make a time series stationary?	question	time-series,stationarity
What references should be cited to support using 30 as a large enough sample size?	question	references,sample-size,normality-assumption,central-limit-theorem,rule-of-thumb
Rank in R - descending order	question	r
Rigorous definition of an outlier?	question	outliers,definition
Logistic Regression in R (Odds Ratio)	question	r,logistic,odds-ratio
What is the distribution of the Euclidean distance between two normally distributed random variables?	question	normal-distribution,distance-functions
Poisson regression to estimate relative risk for binary outcomes	question	logistic,poisson-distribution,epidemiology,odds-ratio,relative-risk
How to read Cook&#39;s distance plots?	question	r,regression,residuals,diagnostic,cooks-distance
Why would someone use a Bayesian approach with a &#39;noninformative&#39; improper prior instead of the classical approach?	question	bayesian,inference,prior,likelihood,information-theory
Prediction in Cox regression	question	regression,survival,prediction,cox-model
Features for time series classification	question	time-series,classification,feature-selection,signal-processing
Using LASSO from lars (or glmnet) package in R for variable selection	question	feature-selection,lasso,glmnet,lars
How to derive the ridge regression solution?	question	regression,least-squares,regularization,ridge-regression
Taking the expectation of Taylor series (especially the remainder)	question	self-study,mathematical-statistics,expected-value
Rule of thumb for number of bootstrap samples	question	bootstrap,inference,monte-carlo
Which has the heavier tail, lognormal or gamma?	question	distributions,gamma-distribution,lognormal,heavy-tailed
Why is polynomial regression considered a special case of multiple linear regression?	question	regression,multiple-regression,linear-model,nonlinear-regression,polynomial
Statistics published in academic papers	question	publication-bias,academia
What is your favorite statistical graph?	question	data-visualization
Replicating Stata&#39;s &quot;robust&quot; option in R	question	r,stata,robust,robust-standard-error
How to interpret error measures?	question	machine-learning,error,weka,mse,rms
Dynamic Time Warping Clustering	question	time-series,clustering
Why do my p-values differ between logistic regression output, chi-squared test, and the confidence interval for the OR?	question	r,hypothesis-testing,logistic,generalized-linear-model,odds-ratio
Importance of local response normalization in CNN	question	deep-learning,convolution,conv-neural-network
What exactly is Big Data?	question	large-data
Why is the validation accuracy fluctuating?	question	machine-learning,python,deep-learning
Why do we use Kullback-Leibler divergence rather than cross entropy in the t-SNE objective function?	question	kullback-leibler,tsne,cross-entropy
Can machine learning decode the SHA256 hashes?	question	machine-learning,logistic
What is an ablation study? And is there a systematic way to perform it?	question	regression,machine-learning,neural-networks
What exactly are keys, queries, and values in attention mechanisms?	question	neural-networks,natural-language,attention
Online vs offline learning?	question	machine-learning,online
Statistical models cheat sheet	question	references,modeling
How to do community detection in a weighted social network/graph?	question	clustering,data-visualization,networks,partitioning,modularity
Reviewing statistics in papers	question	journals,referee
Empirical relationship between mean, median and mode	question	distributions,mathematical-statistics,descriptive-statistics,history
How do I get people to take better care of data?	question	dataset,reproducible-research,quality-control
Tiny (real) datasets for giving examples in class?	question	dataset,references,teaching
Data normalization and standardization in neural networks	question	machine-learning,neural-networks,normalization,standardization
What is the significance of logistic regression coefficients?	question	regression,logistic,interpretation
OpenBugs vs. JAGS	question	r,software,bugs,jags,gibbs
Kullback–Leibler vs Kolmogorov-Smirnov distance	question	distributions,distance-functions,kolmogorov-smirnov,kullback-leibler
Optimized implementations of the Random Forest algorithm	question	random-forest,algorithms,model-evaluation
Measures of variable importance in random forests	question	r,machine-learning,random-forest,importance
Compendium of cross-validation techniques	question	cross-validation
Is machine learning less useful for understanding causality, thus less interesting for social science?	question	machine-learning,econometrics
Fake uniform random numbers: More evenly distributed than true uniform data	question	distributions,random-generation,uniform,quasi-monte-carlo
Is a sample covariance matrix always symmetric and positive definite?	question	sampling,covariance
How can I calculate $\int^{\infty}_{-\infty}\Phi\left(\frac{w-a}{b}\right)\phi(w)\,\mathrm dw$	question	mathematical-statistics,normal-distribution,integral
Softmax layer in a neural network	question	neural-networks
Interpretation of R&#39;s output for binomial regression	question	r,regression,logistic,binomial,interpretation
What are the differences between &#39;epoch&#39;, &#39;batch&#39;, and &#39;minibatch&#39;?	question	machine-learning
When to use simulations?	question	simulation
Won&#39;t highly-correlated variables in random forest distort accuracy and feature-selection?	question	random-forest,multicollinearity,ensemble
Is minimizing squared error equivalent to minimizing absolute error? Why squared error is more popular than the latter?	question	least-squares,error
Why sigmoid function instead of anything else?	question	logistic,neural-networks,least-squares
Neural network references (textbooks, online courses) for beginners	question	neural-networks,deep-learning,references,natural-language,computer-vision
What is the difference between prediction and inference?	question	prediction,terminology,causality
How is softmax_cross_entropy_with_logits different from softmax_cross_entropy_with_logits_v2?	question	machine-learning,supervised-learning,tensorflow,backpropagation
What should I do when my neural network doesn&#39;t generalize well?	question	neural-networks,overfitting
What is the difference between a population and a sample?	question	standard-deviation,variance,sample,population
How can I test if given samples are taken from a Poisson distribution?	question	hypothesis-testing,distributions,poisson-distribution,goodness-of-fit
Find expected value using CDF	question	self-study,expected-value
How to interpret F- and p-value in ANOVA?	question	r,anova,interpretation
How to interpret and report  eta squared / partial eta squared in statistically significant and non-significant analyses?	question	anova,statistical-significance,effect-size
What is the distribution of the sum of non i.i.d. gaussian variates?	question	normal-distribution,mathematical-statistics
How do I test a nonlinear association?	question	nonlinear-regression,non-independent,association-measure
Difference between forecast and prediction?	question	regression,time-series,forecasting,terminology
Suppression effect in regression: definition and visual explanation/depiction	question	multiple-regression,data-visualization,geometry,suppressor
Confidence interval around binomial estimate of 0 or 1	question	confidence-interval,binomial
Relationship between $R^2$ and correlation coefficient	question	correlation,r-squared
Would a Bayesian admit that there is one fixed parameter value?	question	probability,bayesian,parameterization
Does the sign of scores or of loadings in PCA or FA have a meaning? May I reverse the sign?	question	r,pca,factor-analysis
When teaching statistics, use &quot;normal&quot; or &quot;Gaussian&quot;?	question	normal-distribution,terminology
Logistic Regression - Error Term and its Distribution	question	logistic,binomial,bernoulli-distribution,logistic-distribution
Is it unusual for the MEAN to outperform ARIMA?	question	forecasting,arima
How does rectilinear activation function solve the vanishing gradient problem in neural networks?	question	machine-learning,neural-networks,deep-learning,gradient-descent
Approximate order statistics for normal random variables	question	distributions,normal-distribution,approximation,order-statistics
Are there any good movies involving mathematics or probability?	question	probability,references
Is it valid to include a baseline measure as control variable when testing the effect of an independent variable on change scores?	question	regression,repeated-measures,least-squares,change-scores
What are the differences between hidden Markov models and neural networks?	question	data-mining,algorithms,neural-networks,markov-process
Confidence interval for median	question	r,confidence-interval,median
Good games for learning statistical thinking?	question	teaching,games,application
How to determine significant principal components using bootstrapping or Monte Carlo approach?	question	r,pca,bootstrap,monte-carlo
How to present results of a Lasso using glmnet?	question	r,multiple-regression,lasso,glmnet,communication
Where does $\sqrt{n}$ come from in central limit theorem (CLT)?	question	central-limit-theorem,intuition
How often do you have to roll a 6-sided die to obtain every number at least once?	question	probability,dice,coupon-collector-problem
What is residual standard error?	question	regression,standard-error,residuals
How to interpret the output of the summary method for an lm object in R?	question	r,regression,data-mining
Logistic regression: anova chi-square test vs. significance of coefficients (anova() vs summary() in R)	question	r,regression,logistic,statistical-significance,generalized-linear-model
Should covariates that are not statistically significant be &#39;kept in&#39; when creating a model?	question	regression,statistical-significance,ancova,model,predictor
How to derive variance-covariance matrix of coefficients in linear regression	question	regression
Random number-Set.seed(N) in R	question	r,random-generation
Best method for short time-series	question	time-series,forecasting,small-sample
Are your chances of dying in a plane crash reduced if you fly direct?	question	independence,transportation
LDA vs word2vec	question	machine-learning,self-study,natural-language,latent-variable,word2vec
Would PCA work for boolean (binary) data types?	question	pca,data-visualization,binary-data,dimensionality-reduction,correspondence-analysis
Should I normalize word2vec&#39;s word vectors before using them?	question	natural-language,word2vec,word-embeddings
How does saddlepoint approximation work?	question	distributions,mathematical-statistics,mgf,saddlepoint-approximation,partial-moments
Choosing the right linkage method for hierarchical clustering	question	clustering,distance,unsupervised-learning,hierarchical-clustering
Cross-Entropy or Log Likelihood in Output layer	question	neural-networks,maximum-likelihood,softmax
Logistic Regression: Scikit Learn vs Statsmodels	question	regression,logistic,python,scikit-learn,statsmodels
When is a biased estimator preferable to unbiased one?	question	bias,unbiased-estimator,estimators
Which loss function is correct for logistic regression?	question	logistic,loss-functions
Correlation does not imply causation; but what about when one of the variables is time?	question	correlation,mathematical-statistics,causality
Why is 600 out of 1000 more convincing than 6 out of 10?	question	statistical-significance,sample-size,percentage
Why is tanh almost always better than sigmoid as an activation function?	question	machine-learning,neural-networks,backpropagation,sigmoid-curve
Clojure versus R: advantages and disadvantages for data analysis	question	r
The Monty Hall Problem - where does our intuition fail us?	question	probability,intuition,puzzle
What best practices should I follow when preparing plots?	question	data-visualization,references
Time series &#39;clustering&#39; in R	question	r,time-series,clustering,cointegration
Least-angle regression vs. lasso	question	regression,lasso
What are best practices in identifying interaction effects?	question	regression,modeling,interaction
Understanding the parameters inside the Negative Binomial Distribution	question	r,distributions,modeling,negative-binomial
Manually calculated $R^2$ doesn&#39;t match up with randomForest() $R^2$ for testing new data	question	r,correlation,predictive-models,random-forest,r-squared
What is the purpose of characteristic functions?	question	probability,mathematical-statistics,characteristic-function
How to interpret mean of Silhouette plot?	question	data-visualization,clustering,matlab
How to sample from a normal distribution with known mean and variance using a conventional programming language?	question	normal-distribution,sampling,computing
Lift measure in data mining	question	data-mining
What is model identifiability?	question	identifiability
Why do naive Bayesian classifiers perform so well?	question	classification,naive-bayes
How to draw valid conclusions from &quot;big data&quot;?	question	data-mining,dataset,large-data,validation
How to interpret OOB and confusion matrix for random forest?	question	r,classification,error,random-forest
Bayesian vs frequentist Interpretations of Probability	question	probability,bayesian,frequentist
SVM, Overfitting, curse of dimensionality	question	classification,svm
Are there any good popular science book about statistics or machine learning?	question	references,communication
Normality of dependent variable = normality of residuals?	question	normal-distribution,residuals,normality-assumption
Recall and precision in classification	question	machine-learning,metric
Why does correlation matrix need to be positive semi-definite and what does it mean to be or not to be positive semi-definite?	question	covariance-matrix,eigenvalues,determinant,correlation-matrix
When do Poisson and negative binomial regressions fit the same coefficients?	question	regression,negative-binomial,poisson-regression
Generic sum of Gamma random variables	question	probability,distributions,gamma-distribution,summations,saddlepoint-approximation
Interpreting the residuals vs. fitted values plot for verifying the assumptions of a linear model	question	regression,residuals,assumptions
Derive Variance of regression coefficient in simple linear regression	question	regression,mathematical-statistics,variance,linear-model,regression-coefficients
PP-plots vs. QQ-plots	question	probability,data-visualization,goodness-of-fit,qq-plot
Improve classification with many categorical variables	question	machine-learning,classification,categorical-data,random-forest,many-categories
Logistic regression vs. LDA as two-class classifiers	question	regression,logistic,classification,discriminant-analysis
How trustworthy are the confidence intervals for lmer objects through effects package?	question	r,mixed-model,confidence-interval,effects,lme4-nlme
Bayesian equivalent of two sample t-test?	question	hypothesis-testing,bayesian,t-test
How does centering make a difference in PCA (for SVD and eigen decomposition)?	question	r,pca,svd,eigenvalues,centering
How to interpret Mean Decrease in Accuracy and Mean Decrease GINI in Random Forest models	question	r,machine-learning,classification,random-forest
Why do we use ReLU in neural networks and how do we use it?	question	neural-networks
Variational inference versus MCMC: when to choose one over the other?	question	machine-learning,bayesian,mcmc,variational-bayes,approximate-inference
What is the definition of a &quot;feature map&quot; (aka &quot;activation map&quot;) in a convolutional neural network?	question	neural-networks,deep-learning,conv-neural-network
Who invented stochastic gradient descent?	question	references,gradient-descent,history,sgd
If only prediction is of interest, why use lasso over ridge?	question	machine-learning,prediction,lasso,regularization,ridge-regression
Does statistical independence mean lack of causation?	question	independence,causality,bayesian-network,dag
Negative values for AICc (corrected Akaike Information Criterion)	question	mixed-model,model-selection,aic
Open Source statistical textbooks?	question	references,open-source
How to efficiently generate random positive-semidefinite correlation matrices?	question	random-generation,correlation-matrix
How to test hypothesis of no group differences?	question	hypothesis-testing,t-test,equivalence,tost
Graphical data overview (summary) function in R	question	r,data-visualization,descriptive-statistics,eda
Why is there a difference between manually calculating a logistic regression 95% confidence interval, and using the confint() function in R?	question	r,regression,logistic,confidence-interval,profile-likelihood
How can I efficiently model the sum of Bernoulli random variables?	question	r,distributions,binomial,random-variable,poisson-binomial
Cross-validating time-series analysis	question	r,time-series,cross-validation
Probability distribution for different probabilities	question	distributions,probability,binomial
What is the meaning of the &quot;.&quot; (dot) in R?	question	r
Intuitive explanation for density of transformed variable?	question	random-variable,pdf,intuition
Hierarchical clustering with mixed type data - what distance/similarity to use?	question	clustering,similarities,distance-functions,mixed-type-data
Choosing variables to include in a multiple linear regression model	question	regression,multiple-regression,feature-selection,modeling,model-selection
How do I fit a constrained regression in R so that coefficients total = 1?	question	r,regression
Why law of large numbers does not apply in the case of Apple share price?	question	probability,central-limit-theorem,law-of-large-numbers,statistics-in-media
Simulation of logistic regression power analysis - designed experiments	question	r,logistic,generalized-linear-model,simulation,power-analysis
What are easy to interpret, goodness of fit measures for linear mixed effects models?	question	r,regression,mixed-model,random-effects-model
PCA and the train/test split	question	machine-learning,classification,pca,cross-validation
Intuitive difference between hidden Markov models and conditional random fields	question	machine-learning,hidden-markov-model,natural-language,conditional-random-field
How to find a good fit for semi-sinusoidal model in R?	question	r,regression,time-series,lm
How to interpret glmnet?	question	r,regression,regularization,glmnet
