name	type	tags
Optimization when Cost Function Slow to Evaluate	question	gradient-descent,optimization,bayesian-optimization
On the importance of the i.i.d. assumption in statistical learning	question	machine-learning,cross-validation,non-independent,iid
Covariance and independence?	question	independence,covariance
Using principal component analysis (PCA) for feature selection	question	r,pca,feature-selection
Explain the xkcd jelly bean comic: What makes it funny?	question	hypothesis-testing,statistical-significance,confidence-interval,p-value,humor
Who created the first standard normal table?	question	normal-distribution,algorithms,history,tables
What does &quot;Scientists rise up against statistical significance&quot; mean? (Comment in Nature)	question	statistical-significance,p-value,bias
What is the difference between a partial likelihood, profile likelihood and marginal likelihood?	question	estimation,maximum-likelihood
Which pseudo-$R^2$ measure is the one to report for logistic regression (Cox &amp; Snell or Nagelkerke)?	question	logistic,goodness-of-fit,r-squared
Why is sample standard deviation a biased estimator of $\sigma$?	question	estimation,standard-deviation
What method can be used to detect seasonality in data?	question	time-series,seasonality
Why not approach classification through regression?	question	regression,machine-learning,classification
Basic question about Fisher Information matrix and relationship to Hessian and standard errors	question	maximum-likelihood,fisher-information
Hold-out validation vs. cross-validation	question	machine-learning,cross-validation,validation
A more definitive discussion of variable selection	question	regression,feature-selection,model-selection
If we fail to reject the null hypothesis in a large study, isn&#39;t it evidence for the null?	question	hypothesis-testing
Brain teaser: How to generate 7 integers with equal probability using a biased coin that has a pr(head) = p?	question	probability,binomial,random-generation
How can I change the title of a legend in ggplot2?	question	r,data-visualization,ggplot2
Do we need a global test before post hoc tests?	question	anova,statistical-significance,post-hoc
Variables are often adjusted (e.g. standardised) before making a model - when is this a good idea, and when is it a bad one?	question	modeling,predictive-models,feature-selection,theory,standardization
Why is the square root transformation recommended for count data?	question	generalized-linear-model,data-transformation,poisson-distribution,count-data,variance-stabilizing
Does 10 heads in a row increase the chance of the next toss being a tail?	question	probability,independence,intuition,games,bernoulli-process
What&#39;s the difference between momentum based gradient descent and Nesterov&#39;s accelerated gradient descent?	question	optimization,gradient-descent
Reduce Classification Probability Threshold	question	machine-learning,classification,binary-data,threshold
Two-tailed tests... I&#39;m just not convinced. What&#39;s the point?	question	hypothesis-testing,statistical-significance,inference
What is the most surprising characterization of the Gaussian (normal) distribution?	question	probability,normal-distribution,mathematical-statistics,characteristic-function
Efficient online linear regression	question	time-series,regression,algorithms,real-time
What are i.i.d. random variables?	question	random-variable,intuition
Machine learning cookbook / reference card / cheatsheet?	question	machine-learning,references
Derivation of closed form lasso solution	question	lasso
Criticism of Pearl&#39;s theory of causality	question	causality
How small a quantity should be added to x to avoid taking the log of zero?	question	data-transformation,chemometrics
How to generate correlated random numbers (given means, variances and degree of correlation)?	question	probability,correlation,conditional-probability,random-generation
Choosing between LM and GLM for a log-transformed response variable	question	r,generalized-linear-model,linear-model,gamma-distribution,link-function
Do the predictions of a Random Forest model have a prediction interval?	question	r,confidence-interval,random-forest
Performance metrics to evaluate unsupervised learning	question	machine-learning,clustering,data-mining,unsupervised-learning
Interpreting Residual and Null Deviance in GLM R	question	generalized-linear-model,deviance
Why does shrinkage work?	question	lasso,regularization,ridge-regression,intuition,shrinkage
One-hot vs dummy encoding in Scikit-learn	question	regression,categorical-data,data-transformation,scikit-learn,data-preprocessing
Introduction to statistics for mathematicians	question	references
Does it ever make sense to treat categorical data as continuous?	question	categorical-data,data-transformation,ordinal-data,continuous-data
Alternatives to logistic regression in R	question	r,regression,logistic,classification,predictive-models
Statistics and causal inference?	question	causality
Resources for learning Markov chain and hidden Markov models	question	references,markov-process,hidden-markov-model,bioinformatics
Which permutation test implementation in R to use instead of t-tests (paired and non-paired)?	question	r,t-test,nonparametric,permutation-test
Why bother with the dual problem when fitting SVM?	question	svm
Neural networks vs support vector machines: are the second definitely superior?	question	machine-learning,svm,neural-networks
Advanced statistics books recommendation	question	generalized-linear-model,pca,maximum-likelihood,references,saddlepoint-approximation
Are all values within a 95% confidence interval equally likely?	question	confidence-interval
Central limit theorem for sample medians	question	normal-distribution,mathematical-statistics,sampling,median,central-limit-theorem
Logistic regression in R resulted in perfect separation (Hauck-Donner phenomenon). Now what?	question	r,regression,logistic,separation
Examples where method of moments can beat maximum likelihood in small samples?	question	estimation,maximum-likelihood,mse,method-of-moments,efficiency
Is the &quot;hybrid&quot; between Fisher and Neyman-Pearson approaches to statistical testing really an &quot;incoherent mishmash&quot;?	question	hypothesis-testing,statistical-significance,p-value,type-i-and-ii-errors,history
How can an artificial neural network ANN, be used for unsupervised clustering?	question	clustering,neural-networks,unsupervised-learning,self-organizing-maps
Industry vs Kaggle challenges. Is collecting more observations and having access to more variables more important than fancy modelling?	question	large-data,stacking,collecting-data,kaggle
A chart of daily cases of COVID-19 in a Russian region looks suspiciously level to me - is this so from the statistics viewpoint?	question	time-series,epidemiology,manipulation-detection
What are the worst (commonly adopted) ideas/principles in statistics?	question	inference,teaching,philosophical
What is the relationship between a chi squared test and test of equal proportions?	question	chi-squared,proportion,contingency-tables,z-test
What are the breakthroughs in Statistics of the past 15 years?	question	mathematical-statistics,history
Why continue to teach and use hypothesis testing (when confidence intervals are available)?	question	hypothesis-testing,confidence-interval,teaching
Software needed to scrape data from graph	question	data-visualization,data-mining,software
Is chi-squared always a one-sided test?	question	hypothesis-testing,chi-squared
What is so cool about de Finetti&#39;s representation theorem?	question	probability,modeling,mathematical-statistics,parametric
Box-Cox like transformation for independent variables?	question	r,regression,data-transformation,normality-assumption
R libraries for deep learning	question	r,neural-networks,deep-learning,rbm,deep-belief-networks
Real-life examples of moving average processes	question	time-series,arima,interpretation,moving-average
Wald test for logistic regression	question	logistic,z-statistic
KL divergence between two multivariate Gaussians	question	normal-distribution,kullback-leibler,proof
Perform feature normalization before or within model validation?	question	machine-learning,normalization,standardization
Are we exaggerating importance of model assumption and evaluation in an era when analyses are often carried out by laymen	question	mathematical-statistics,multiple-regression,modeling
Why is ANOVA equivalent to linear regression?	question	regression,anova
What are some examples of anachronistic practices in statistics?	question	references,philosophical
Binary classification with strongly unbalanced classes	question	machine-learning,classification,binary-data,unbalanced-classes
How exactly does a &quot;random effects model&quot; in econometrics relate to mixed models outside of econometrics?	question	mixed-model,econometrics,panel-data,lme4-nlme,plm
How do R and Python complement each other in data science?	question	r,python,software
Why is the regularization term *added* to the cost function (instead of multiplied etc.)?	question	regularization
Is it wrong to rephrase &quot;1 in 80 deaths is caused by a car accident&quot; as &quot;1 in 80 people die as a result of a car accident?&quot;	question	interpretation,risk
Mathematical Statistics Videos	question	mathematical-statistics,references
Clustering with a distance matrix	question	clustering
Most famous statisticians	question	methodology,history
Measuring entropy/ information/ patterns of a 2d binary matrix	question	algorithms,binary-data,entropy,pattern-recognition,information
Reference book for linear algebra applied to statistics?	question	references,matrix,linear-algebra,weighted-regression
How to decide on the correct number of clusters?	question	clustering,k-means
How to determine best cutoff point and its confidence interval using ROC curve in R?	question	r,data-visualization,confidence-interval,roc,ggplot2
Questions about how random effects are specified in lmer	question	r,mixed-model,lme4-nlme,random-effects-model
Examples of Bayesian and frequentist approach giving different answers	question	bayesian,frequentist
Is every covariance matrix positive definite?	question	covariance,matrix,covariance-matrix,linear-algebra
What does the inverse of covariance matrix say about data? (Intuitively)	question	bayesian,maximum-likelihood,covariance,matrix
Why is logistic regression a linear classifier?	question	logistic,classification,neural-networks
What is the best way to remember the difference between sensitivity, specificity, precision, accuracy, and recall?	question	terminology,accuracy,sensitivity-specificity
Why do we minimize the negative likelihood if it is equivalent to maximization of the likelihood?	question	maximum-likelihood,likelihood
How to apply standardization/normalization to train- and testset if prediction is the goal?	question	r,cross-validation,data-transformation,normalization,standardization
Adam optimizer with exponential decay	question	neural-networks,deep-learning,gradient-descent,tensorflow,adam
Who are frequentists?	question	bayesian,frequentist
Why is it that natural log changes are percentage changes? What is about logs that makes this so?	question	regression,logarithm,mathematical-statistics
Is ridge regression useless in high dimensions ($n \ll p$)? How can OLS fail to overfit?	question	cross-validation,regularization,overfitting,ridge-regression,shrinkage
Interview question: If correlation doesn&#39;t imply causation, how do you detect causation?	question	self-study,correlation,causality
Standard deviation of standard deviation	question	estimation,standard-deviation,normality-assumption
Period detection of a generic time series	question	time-series,algorithms,frequency,real-time
Best PCA algorithm for huge number of features (&gt;10K)?	question	pca,algorithms,model-evaluation,high-dimensional
Is adjusting p-values in a multiple regression for multiple comparisons a good idea?	question	regression,multivariate-analysis,predictive-models,multiple-regression,multiple-comparisons
Best practice when analysing pre-post treatment-control designs	question	anova,ancova,clinical-trials,change-scores
ANOVA assumption normality/normal distribution of residuals	question	anova,residuals,assumptions,normality-assumption
What is the difference between N and N-1 in calculating population variance?	question	variance,population
Bootstrap vs. jackknife	question	r,confidence-interval,bootstrap,jackknife
How should one interpret the comparison of means from different sample sizes?	question	t-test,mean,sample-size,rating
Is sampling relevant in the time of &#39;big data&#39;?	question	sampling,data-mining,large-data
Multivariate linear regression vs neural network?	question	regression,multiple-regression,neural-networks
What does having &quot;constant variance&quot; in a linear regression model mean?	question	regression,heteroscedasticity
Using deep learning for time series prediction	question	time-series,machine-learning,prediction,deep-learning,deep-belief-networks
What is the difference in Bayesian estimate and maximum likelihood estimate?	question	bayesian,maximum-likelihood
Clustering with K-Means and EM: how are they related?	question	machine-learning,clustering,data-mining,k-means,expectation-maximization
Is there a difference between &#39;controlling for&#39; and &#39;ignoring&#39; other variables in multiple regression?	question	regression,multiple-regression
What is the effect of having correlated predictors in a multiple regression model?	question	regression,multiple-regression,p-value,linear-model,multicollinearity
What are alternatives of Gradient Descent?	question	machine-learning,svm,neural-networks
How to use Pearson correlation correctly with time series	question	time-series,correlation,pearson-r,smoothing
Maximum likelihood method vs. least squares method	question	regression,estimation,maximum-likelihood,least-squares
Intuition on the Kullback-Leibler (KL) Divergence	question	distributions,distance,intuition,kullback-leibler
How is it possible that validation loss is increasing while validation accuracy is increasing as well	question	neural-networks,deep-learning,conv-neural-network,overfitting
Under what conditions should Likert scales be used as ordinal or interval data?	question	ordinal-data,likert,scales,measurement
Machine Learning using Python	question	machine-learning,python
Data APIs/feeds available as packages in R	question	r,references,dataset
How to interpret type I, type II, and type III ANOVA and MANOVA?	question	r,hypothesis-testing,anova,manova,sums-of-squares
Modern successor to Exploratory Data Analysis by Tukey?	question	data-visualization,references,descriptive-statistics,eda
Does the optimal number of trees in a random forest depend on the number of predictors?	question	machine-learning,random-forest
How are regression, the t-test, and the ANOVA all versions of the general linear model?	question	regression,self-study,anova,generalized-linear-model,t-test
How do I test that two continuous variables are independent?	question	hypothesis-testing,references,independence
Is random forest a boosting algorithm?	question	machine-learning,random-forest,boosting,bagging
What are disadvantages of state-space models and Kalman Filter for time-series modelling?	question	time-series,arima,kalman-filter,var
Why do we care so much about normally distributed error terms (and homoskedasticity) in linear regression when we don&#39;t have to?	question	regression,assumptions,normality-assumption,robust,teaching
Visually interesting statistics concepts that are easy to explain	question	self-study,data-visualization
Correct spelling (capitalization, italicization, hyphenation) of &quot;p-value&quot;?	question	hypothesis-testing,p-value,terminology
Excel as a statistics workbench	question	software,computational-statistics,excel
What is the difference between NaN and NA?	question	r
How to identify a bimodal distribution?	question	distributions
Do we have a problem of &quot;pity upvotes&quot;?	question	time-series,hypothesis-testing,data-mining,markov-process,censoring
What is the difference between estimation and prediction?	question	estimation,predictor,prediction-interval
Effect of switching response and explanatory variable in simple linear regression	question	regression
What is a difference between random effects-, fixed effects- and marginal model?	question	random-effects-model,fixed-effects-model,marginal
Obtaining predicted values (Y=1 or 0) from a logistic regression model fit	question	r,generalized-linear-model,logistic
Manually Calculating P value from t-value in t-test	question	r,statistical-significance,t-test,p-value
Linear model with log-transformed response vs. generalized linear model with log link	question	generalized-linear-model,model-selection,lognormal
How to interpret F-measure values?	question	classification,precision-recall
What is a contrast matrix?	question	regression,categorical-data,definition,contrasts,categorical-encoding
Warning in R - Chi-squared approximation may be incorrect	question	r,categorical-data,chi-squared,small-sample,error-message
Testing equality of coefficients from two different regressions	question	hypothesis-testing,inference
How to tell the probability of failure if there were no failures?	question	probability,survival,binomial
Recurrent vs Recursive Neural Networks: Which is better for NLP?	question	machine-learning,neural-networks,deep-learning,natural-language
Can a random forest be used for feature selection in multiple linear regression?	question	regression,machine-learning,feature-selection,random-forest,regression-strategies
Understanding the role of the discount factor in reinforcement learning	question	machine-learning,reinforcement-learning
Cumming (2008) claims that distribution of p-values obtained in replications depends only on the original p-value. How can it be true?	question	hypothesis-testing,p-value,power,replicability
Recommended books on experiment design?	question	references,experiment-design
What is the difference between a particle filter (sequential Monte Carlo) and a Kalman filter?	question	bayesian,particle-filter,kalman-filter
What is a good resource on table design?	question	tables
Intuitive explanation of the bias-variance tradeoff?	question	regression,variance,bias
How to calculate pseudo-$R^2$ from R&#39;s logistic regression?	question	r,logistic,log-likelihood
Software for drawing bayesian networks (graphical models)	question	graphical-model,software
How do you calculate the probability density function of the maximum of a sample of IID uniform random variables?	question	pdf,maximum
Book for reading before Elements of Statistical Learning?	question	machine-learning,references
What book is recommendable to start learning statistics using R at the same time?	question	r,references
Why is expectation the same as the arithmetic mean?	question	expected-value
Random forest computing time in R	question	r,random-forest
Does anyone know any good open source software for visualizing data from database?	question	data-visualization,software,interactive-visualization
Variance of product of multiple random variables	question	variance,random-variable,independence
Graph for relationship between two ordinal variables	question	data-visualization,categorical-data,ordinal-data,scatterplot
What is the intuition behind conditional Gaussian distributions?	question	normal-distribution,multivariate-analysis,intuition
Is it important to scale data before clustering?	question	clustering,k-means
How large should the batch size be for stochastic gradient descent?	question	machine-learning,neural-networks,gradient-descent,backpropagation
Difference between &quot;kernel&quot; and &quot;filter&quot; in CNN	question	neural-networks,terminology,deep-learning,conv-neural-network
Intuitive explanations of differences between Gradient Boosting Trees (GBM) &amp; Adaboost	question	boosting,gbm,adaboost
Which activation function for output layer?	question	neural-networks
Famous easy to understand examples of a confounding variable invalidating a study	question	experiment-design,confounding,observational-study,paradox
Is the COVID-19 pandemic curve a Gaussian curve?	question	normal-distribution,spatio-temporal,epidemic-curve
What is a good algorithm for estimating the median of a huge read-once data set?	question	algorithms,median,large-data,online
If the t-test and the ANOVA for two groups are equivalent, why aren&#39;t their assumptions equivalent?	question	distributions,regression,normality-assumption,t-test,anova
Is it possible to do time-series clustering based on curve shape?	question	r,time-series,clustering
What is the objective function of PCA?	question	pca
How are we defining &#39;reproducible research&#39;?	question	reproducible-research,philosophical
Interpretation of log transformed predictor and/or response	question	regression,data-transformation,interpretation,regression-coefficients,logarithm
Understanding Naive Bayes	question	machine-learning,naive-bayes
Regression when the OLS residuals are not normally distributed	question	regression,least-squares,residuals,assumptions,normality-assumption
Normalization vs. scaling	question	data-transformation,scales,normality-assumption,normalization
Fast linear regression robust to outliers	question	regression,linear-model,outliers,robust,fused-lasso
Why does the correlation coefficient between X and X-Y random variables tend to be 0.7	question	correlation,random-variable,intuition
Why is a Bayesian not allowed to look at the residuals?	question	bayesian,residuals,frequentist,likelihood-principle
A generalization of the Law of Iterated Expectations	question	self-study,conditional-probability,conditional-expectation
Why is multicollinearity not checked in modern statistics/machine learning	question	regression,machine-learning,multicollinearity,regularization,vif
What is translation invariance in computer vision and convolutional neural network?	question	machine-learning,conv-neural-network,convolution,computer-vision
Statistical tests when sample size is 1	question	hypothesis-testing,estimation,experiment-design
Statistical inference when the sample &quot;is&quot; the population	question	hypothesis-testing,population,sampling
How to perform a test using R to see if data follows normal distribution	question	r,distributions,normality-assumption
Confidence interval for Bernoulli sampling	question	confidence-interval,binomial,bernoulli-distribution
What is Deviance? (specifically in CART/rpart)	question	r,cart,rpart,deviance
How to do logistic regression subset selection?	question	r,logistic
Intuition behind why Stein&#39;s paradox only applies in dimensions $\ge 3$	question	maximum-likelihood,unbiased-estimator,intuition,steins-phenomenon
How to statistically compare two time series?	question	r,time-series
Most confusing statistical terms	question	terminology,communication
Standard error for the mean of a sample of binomial random variables	question	binomial,standard-error
Is Amazon&#39;s &quot;average rating&quot; misleading?	question	mean,ordinal-data,likert
Are splines overfitting the data?	question	regression,splines
R - QQPlot: how to see whether data are normally distributed	question	r,data-visualization,normal-distribution,histogram,qq-plot
Linear kernel and non-linear kernel for support vector machine?	question	machine-learning,classification,svm,references,kernel-trick
When combining p-values, why not just averaging?	question	hypothesis-testing,p-value,multiple-comparisons,central-limit-theorem,combining-p-values
Comparing SVM and logistic regression	question	regression,logistic,svm,optimization
Interpreting QQplot - Is there any rule of thumb to decide for non-normality?	question	interpretation,normality-assumption,qq-plot
Are all models useless? Is any exact model possible -- or useful?	question	machine-learning,maximum-likelihood,modeling,nonparametric,targeted-maximum-likelihood
Practical hyperparameter optimization: Random vs. grid search	question	machine-learning,hyperparameter,optimization
Why do Convolutional Neural Networks not use a Support Vector Machine to classify?	question	machine-learning,neural-networks,svm,deep-learning,conv-neural-network
Difference between Random Forest and Extremely Randomized Trees	question	machine-learning,correlation,references,random-forest
Difference between GradientDescentOptimizer and AdamOptimizer (TensorFlow)?	question	machine-learning,neural-networks,error,gradient-descent,supervised-learning
Is it a good practice to always scale/normalize data for machine learning?	question	machine-learning,data-transformation,normalization
Backpropagation with Softmax / Cross Entropy	question	backpropagation,derivative,softmax,cross-entropy
What are the main theorems in Machine (Deep) Learning?	question	machine-learning,deep-learning,theory
What is your favorite data visualization blog?	question	data-visualization,references
First R packages source code to study in preparation for writing own package	question	r
Percentage of overlapping regions of two normal distributions	question	normal-distribution,similarities,metric,bhattacharyya
Are mean normalization and feature scaling needed for k-means clustering?	question	clustering,normalization,k-means
How do I find peaks in a dataset?	question	data-visualization,mode
How does one interpret SVM feature weights?	question	svm,feature-selection,python,scikit-learn
Consider the sum of $n$ uniform distributions on $[0,1]$, or $Z_n$. Why does the cusp in the PDF of $Z_n$ disappear for $n \geq 3$?	question	normal-distribution,mathematical-statistics,uniform,central-limit-theorem
How to simulate artificial data for logistic regression?	question	r,regression,logistic,generalized-linear-model,simulation
Pandas / Statsmodel / Scikit-learn	question	machine-learning,python,scikit-learn,statsmodels,pandas
Is standardization needed before fitting logistic regression?	question	regression,logistic,standardization
Optimal number of folds in $K$-fold cross-validation: is leave-one-out CV always the best choice?	question	cross-validation,bias-variance-tradeoff
Why is &quot;statistically significant&quot; not enough?	question	hypothesis-testing,statistical-significance,spss,p-value
AIC,BIC,CIC,DIC,EIC,FIC,GIC,HIC,IIC --- Can I use them interchangeably?	question	forecasting,model-selection,aic,bic
Why on average does each bootstrap sample contain roughly two thirds of observations?	question	bootstrap
What does standard deviation tell us in non-normal distribution	question	normal-distribution,standard-deviation,skewness
Why does frequentist hypothesis testing become biased towards rejecting the null hypothesis with sufficiently large samples?	question	hypothesis-testing,frequentist
Random Forest - How to handle overfitting	question	random-forest,overfitting
Why downsample?	question	machine-learning,classification
Class imbalance in Supervised Machine Learning	question	machine-learning,unbalanced-classes,supervised-learning
ImageNet: what is top-1 and top-5 error rate?	question	classification,neural-networks,error,measurement-error,image-processing
Where to start with statistics for an experienced developer	question	r,regression,machine-learning,references
How to normalize data between -1 and 1?	question	dataset,normalization
Understanding &quot;almost all local minimum have very similar function value to the global optimum&quot;	question	machine-learning,neural-networks,optimization,deep-learning
Are there cases where PCA is more suitable than t-SNE?	question	pca,tsne
Does correlation = 0.2 mean that there is an association &quot;in only 1 in 5 people&quot;?	question	correlation,neuroscience
Are residuals &quot;predicted minus actual&quot; or &quot;actual minus predicted&quot;	question	residuals,terminology,error
Where does the misconception that Y must be normally distributed come from?	question	regression,least-squares,linear-model,dependent-variable
A smaller dataset is better: Is this statement false in statistics? How to refute it properly?	question	statistical-significance,sample-size
When conducting a t-test why would one prefer to assume (or test for) equal variances rather than always use a Welch approximation of the df?	question	variance,t-test,heteroscedasticity
Motivation for Kolmogorov distance between distributions	question	distributions,probability,hypothesis-testing,mathematical-statistics
Survival Analysis tools in Python	question	survival,python
Why is median age a better statistic than mean age?	question	mean,median,types-of-averages
Bayesian statistics tutorial	question	bayesian,references
Clarification on interpreting confidence intervals?	question	confidence-interval
What is the variance of the weighted mixture of two gaussians?	question	normal-distribution,mixture
Training a decision tree against unbalanced data	question	classification,cart,unbalanced-classes,accuracy
Regression for an outcome (ratio or fraction) between 0 and 1	question	regression,logistic,generalized-linear-model,beta-distribution,beta-regression
Is there any gold standard for modeling irregularly spaced time series?	question	time-series,garch,poisson-process,point-process,unevenly-spaced-time-series
Is there a test to determine whether GLM overdispersion is significant?	question	statistical-significance,overdispersion
How to visualize a fitted multiple regression model?	question	regression,data-visualization,multiple-regression
Why do statisticians say a non-significant result means &quot;you can&#39;t reject the null&quot; as opposed to accepting the null hypothesis?	question	hypothesis-testing,statistical-significance,confidence-interval,equivalence,tost
Is it meaningful to calculate Pearson or Spearman correlation between two Boolean vectors?	question	correlation,binary-data,pearson-r,spearman-rho
What is maxout in neural network?	question	machine-learning,neural-networks
Is there any difference between lm and glm for the gaussian family of glm?	question	r,normal-distribution,generalized-linear-model,lm
Can simple linear regression be done without using plots and linear algebra?	question	regression,intuition
Are CDFs more fundamental than PDFs?	question	probability,pdf,cdf,mgf
How does the Adam method of stochastic gradient descent work?	question	neural-networks,optimization,gradient-descent,adam
Should I use a categorical cross-entropy or binary cross-entropy loss for binary predictions?	question	machine-learning,neural-networks,loss-functions,tensorflow,cross-entropy
Eliciting priors from experts	question	bayesian,prior,elicitation
Regression: Transforming Variables	question	r,regression,logistic,data-transformation
Logistic regression model does not converge	question	r,logistic,separation
Understanding regressions - the role of the model	question	regression,modeling,epidemiology,log-linear
Using R online - without installing it	question	r
What are the cons of Bayesian analysis?	question	bayesian
How does centering the data get rid of the intercept in regression and PCA?	question	regression,pca,centering
Pitfalls in time series analysis	question	time-series,self-study
What is the difference between the forward-backward and Viterbi algorithms?	question	algorithms,hidden-markov-model,viterbi-algorithm,forward-backward
What is the difference between GARCH and ARMA?	question	arima,garch,finance
Why are MA(q) time series models called &quot;moving averages&quot;?	question	time-series,arima,terminology,moving-average
Using lmer for repeated-measures linear mixed-effect model	question	r,anova,mixed-model,repeated-measures,lme4-nlme
Random forest assumptions	question	regression,classification,random-forest
What do &quot;endogeneity&quot; and &quot;exogeneity&quot; mean substantively?	question	regression,causality,instrumental-variables
How can a distribution have infinite mean and variance?	question	distributions,variance,mean
How to interpret coefficients from a polynomial model fit?	question	r,regression,interpretation,regression-coefficients
Correlations between continuous and categorical (nominal) variables	question	correlation,categorical-data,descriptive-statistics,biostatistics,spearman-rho
Prediction interval for lmer() mixed effects model in R	question	r,mixed-model,prediction,prediction-interval,lme4-nlme
What can we say about population mean from a sample size of 1?	question	mean,sample-size,small-sample,unbiased-estimator
How to select a clustering method? How to validate a cluster solution (to warrant the method choice)?	question	clustering,validation,model-evaluation,hierarchical-clustering
Regularization methods for logistic regression	question	regression,logistic,regularization
Does the reciprocal of a probability represent anything?	question	probability
Why is multiple comparison a problem?	question	hypothesis-testing,multiple-comparisons
What algorithm is used in linear regression?	question	regression,least-squares,algorithms,computational-statistics,numerics
Can someone explain the concept of &#39;exchangeability&#39;?	question	bayesian,intuition,exchangeability
Why do people use p-values instead of computing probability of the model given data?	question	likelihood,p-value
How are propensity scores different from adding covariates in a regression, and when are they preferred to the latter?	question	regression,multivariate-analysis,causality,propensity-scores
What is perplexity?	question	measurement,perplexity
How do I avoid overlapping labels in an R plot?	question	r,data-visualization,scatterplot
Different ways to write interaction terms in lm?	question	r,regression,interaction
Bootstrap vs. permutation hypothesis testing	question	hypothesis-testing,nonparametric,bootstrap,permutation-test
Why would R return NA as a lm() coefficient?	question	r,regression
Computing Cohen&#39;s Kappa variance (and standard errors)	question	estimation,variance,reliability,cohens-kappa
How well can multiple regression really &quot;control for&quot; covariates?	question	multiple-regression,ancova,observational-study
What is the difference between a Normal and a Gaussian Distribution	question	normal-distribution,terminology
Neural Networks: weight change momentum and weight decay	question	neural-networks,optimization,regularization,gradient-descent
Is it possible to interpret the bootstrap from a Bayesian perspective?	question	bayesian,bootstrap
How are kernels applied to feature maps to produce other feature maps?	question	machine-learning,neural-networks,deep-learning,conv-neural-network
Expected number of ratio of girls vs boys birth	question	probability,ratio
Why doesn&#39;t Random Forest handle missing values in predictors?	question	random-forest,missing-data,gbm
Test if two binomial distributions are statistically different from each other	question	statistical-significance,binomial,bernoulli-distribution
A/B tests: z-test vs t-test vs chi square vs fisher exact test	question	statistical-significance,chi-squared,p-value,fishers-exact,z-statistic
Why zero correlation does not necessarily imply independence	question	correlation,independence
How to determine whether or not the y-axis of a graph should start at zero?	question	data-visualization
Apply word embeddings to entire document, to get a feature vector	question	classification,natural-language,supervised-learning,word2vec,word-embeddings
How to plot trends properly	question	data-visualization
What is difference-in-differences?	question	regression,econometrics,difference-in-difference
How to make a time series stationary?	question	time-series,stationarity
What references should be cited to support using 30 as a large enough sample size?	question	references,sample-size,normality-assumption,central-limit-theorem,rule-of-thumb
Rank in R - descending order	question	r
Rigorous definition of an outlier?	question	outliers,definition
Logistic Regression in R (Odds Ratio)	question	r,logistic,odds-ratio
What is the distribution of the Euclidean distance between two normally distributed random variables?	question	normal-distribution,distance-functions
Poisson regression to estimate relative risk for binary outcomes	question	logistic,poisson-distribution,epidemiology,odds-ratio,relative-risk
How to read Cook&#39;s distance plots?	question	r,regression,residuals,diagnostic,cooks-distance
Why would someone use a Bayesian approach with a &#39;noninformative&#39; improper prior instead of the classical approach?	question	bayesian,inference,prior,likelihood,information
Prediction in Cox regression	question	regression,survival,prediction,cox-model
Features for time series classification	question	time-series,classification,feature-selection,signal-processing
Multinomial logistic regression vs one-vs-rest binary logistic regression	question	logistic,categorical-data,multinomial
Using LASSO from lars (or glmnet) package in R for variable selection	question	feature-selection,lasso,glmnet,lars
How to derive the ridge regression solution?	question	regression,least-squares,regularization,ridge-regression
Taking the expectation of Taylor series (especially the remainder)	question	self-study,mathematical-statistics,expected-value
Rule of thumb for number of bootstrap samples	question	bootstrap,inference,monte-carlo
Which has the heavier tail, lognormal or gamma?	question	distributions,gamma-distribution,lognormal,heavy-tailed
Why is polynomial regression considered a special case of multiple linear regression?	question	regression,multiple-regression,linear-model,nonlinear-regression,polynomial
Statistics published in academic papers	question	publication-bias,academia
What is your favorite statistical graph?	question	data-visualization
Replicating Stata&#39;s &quot;robust&quot; option in R	question	r,stata,robust,robust-standard-error
How to interpret error measures?	question	machine-learning,error,weka,mse,rms
Dynamic Time Warping Clustering	question	time-series,clustering
Why do my p-values differ between logistic regression output, chi-squared test, and the confidence interval for the OR?	question	r,hypothesis-testing,logistic,generalized-linear-model,odds-ratio
Importance of local response normalization in CNN	question	deep-learning,convolution,conv-neural-network
What exactly is Big Data?	question	large-data
Why is the validation accuracy fluctuating?	question	machine-learning,python,deep-learning
Why do we use Kullback-Leibler divergence rather than cross entropy in the t-SNE objective function?	question	kullback-leibler,tsne,cross-entropy
Can machine learning decode the SHA256 hashes?	question	machine-learning,logistic
What is an ablation study? And is there a systematic way to perform it?	question	regression,machine-learning,neural-networks
What exactly are keys, queries, and values in attention mechanisms?	question	neural-networks,natural-language,attention
Online vs offline learning?	question	machine-learning,online
Statistical models cheat sheet	question	references,modeling
How to do community detection in a weighted social network/graph?	question	clustering,data-visualization,networks,partitioning,modularity
Reviewing statistics in papers	question	journals,referee
Empirical relationship between mean, median and mode	question	distributions,mathematical-statistics,descriptive-statistics,history
How do I get people to take better care of data?	question	dataset,reproducible-research,quality-control
Tiny (real) datasets for giving examples in class?	question	dataset,references,teaching
Data normalization and standardization in neural networks	question	machine-learning,neural-networks,normalization,standardization
What is the significance of logistic regression coefficients?	question	regression,logistic,interpretation
OpenBugs vs. JAGS	question	r,software,bugs,jags,gibbs
Kullback–Leibler vs Kolmogorov-Smirnov distance	question	distributions,distance-functions,kolmogorov-smirnov,kullback-leibler
Optimized implementations of the Random Forest algorithm	question	random-forest,algorithms,model-evaluation
Measures of variable importance in random forests	question	r,machine-learning,random-forest,importance
